time,bin_id,zone,fill_level,classe_reelle,classe_predite,correct,proba_pas_urgent,proba_demain,proba_urgent,label_reel,label_predit
2025-10-21 08:00:00,4781,Saint-Lambert,22.99,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-21 09:00:00,4781,Saint-Lambert,23.86,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-21 10:00:00,4781,Saint-Lambert,24.66,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-21 11:00:00,4781,Saint-Lambert,25.52,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-21 12:00:00,4781,Saint-Lambert,26.38,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-21 13:00:00,4781,Saint-Lambert,27.44,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-21 14:00:00,4781,Saint-Lambert,28.11,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-21 15:00:00,4781,Saint-Lambert,28.78,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-21 16:00:00,4781,Saint-Lambert,29.8,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-21 17:00:00,4781,Saint-Lambert,30.79,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-21 18:00:00,4781,Saint-Lambert,31.64,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-21 19:00:00,4781,Saint-Lambert,32.72,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-21 20:00:00,4781,Saint-Lambert,33.48,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-21 21:00:00,4781,Saint-Lambert,34.08,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-21 22:00:00,4781,Saint-Lambert,34.62,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-21 23:00:00,4781,Saint-Lambert,35.01,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-22 00:00:00,4781,Saint-Lambert,35.32,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-22 01:00:00,4781,Saint-Lambert,35.57,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-22 02:00:00,4781,Saint-Lambert,35.79,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-22 03:00:00,4781,Saint-Lambert,36.0,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-22 04:00:00,4781,Saint-Lambert,36.26,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-22 05:00:00,4781,Saint-Lambert,36.64,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-22 06:00:00,4781,Saint-Lambert,37.12,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-22 07:00:00,4781,Saint-Lambert,37.98,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-22 08:00:00,4781,Saint-Lambert,38.79,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-22 09:00:00,4781,Saint-Lambert,39.97,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-22 10:00:00,4781,Saint-Lambert,40.77,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-22 11:00:00,4781,Saint-Lambert,41.44,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-22 12:00:00,4781,Saint-Lambert,42.19,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-22 13:00:00,4781,Saint-Lambert,43.06,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-22 14:00:00,4781,Saint-Lambert,43.78,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-22 15:00:00,4781,Saint-Lambert,44.64,0,0,1,0.999,0.001,0.0,Pas urgent,Pas urgent
2025-10-22 16:00:00,4781,Saint-Lambert,45.42,0,0,1,0.999,0.001,0.0,Pas urgent,Pas urgent
2025-10-22 17:00:00,4781,Saint-Lambert,46.55,0,0,1,0.995,0.005,0.0,Pas urgent,Pas urgent
2025-10-22 18:00:00,4781,Saint-Lambert,47.6,0,0,1,0.993,0.007,0.0,Pas urgent,Pas urgent
2025-10-22 19:00:00,4781,Saint-Lambert,48.46,0,0,1,0.98,0.019,0.0,Pas urgent,Pas urgent
2025-10-22 20:00:00,4781,Saint-Lambert,49.31,0,0,1,0.972,0.028,0.0,Pas urgent,Pas urgent
2025-10-22 21:00:00,4781,Saint-Lambert,49.92,0,0,1,0.962,0.038,0.0,Pas urgent,Pas urgent
2025-10-22 22:00:00,4781,Saint-Lambert,50.4,0,0,1,0.968,0.032,0.0,Pas urgent,Pas urgent
2025-10-22 23:00:00,4781,Saint-Lambert,50.78,0,0,1,0.959,0.041,0.0,Pas urgent,Pas urgent
2025-10-23 00:00:00,4781,Saint-Lambert,51.01,0,0,1,0.769,0.231,0.0,Pas urgent,Pas urgent
2025-10-23 01:00:00,4781,Saint-Lambert,51.23,0,0,1,0.877,0.123,0.0,Pas urgent,Pas urgent
2025-10-23 02:00:00,4781,Saint-Lambert,51.47,0,0,1,0.909,0.091,0.0,Pas urgent,Pas urgent
2025-10-23 03:00:00,4781,Saint-Lambert,51.66,0,0,1,0.918,0.082,0.0,Pas urgent,Pas urgent
2025-10-23 04:00:00,4781,Saint-Lambert,51.89,0,0,1,0.912,0.088,0.0,Pas urgent,Pas urgent
2025-10-23 05:00:00,4781,Saint-Lambert,52.26,0,0,1,0.929,0.071,0.0,Pas urgent,Pas urgent
2025-10-23 06:00:00,4781,Saint-Lambert,52.74,0,0,1,0.93,0.07,0.0,Pas urgent,Pas urgent
2025-10-23 07:00:00,4781,Saint-Lambert,53.46,0,0,1,0.935,0.065,0.0,Pas urgent,Pas urgent
2025-10-23 08:00:00,4781,Saint-Lambert,54.43,0,0,1,0.924,0.076,0.0,Pas urgent,Pas urgent
2025-10-23 09:00:00,4781,Saint-Lambert,55.24,0,0,1,0.933,0.067,0.0,Pas urgent,Pas urgent
2025-10-23 10:00:00,4781,Saint-Lambert,56.05,0,0,1,0.933,0.066,0.0,Pas urgent,Pas urgent
2025-10-23 11:00:00,4781,Saint-Lambert,56.51,0,0,1,0.942,0.058,0.0,Pas urgent,Pas urgent
2025-10-23 12:00:00,4781,Saint-Lambert,57.49,0,0,1,0.948,0.052,0.0,Pas urgent,Pas urgent
2025-10-23 13:00:00,4781,Saint-Lambert,58.23,0,0,1,0.953,0.047,0.0,Pas urgent,Pas urgent
2025-10-23 14:00:00,4781,Saint-Lambert,59.2,0,0,1,0.95,0.05,0.0,Pas urgent,Pas urgent
2025-10-23 15:00:00,4781,Saint-Lambert,59.87,0,0,1,0.946,0.054,0.0,Pas urgent,Pas urgent
2025-10-23 16:00:00,4781,Saint-Lambert,60.51,0,0,1,0.935,0.065,0.0,Pas urgent,Pas urgent
2025-10-23 17:00:00,4781,Saint-Lambert,61.46,0,0,1,0.92,0.08,0.0,Pas urgent,Pas urgent
2025-10-23 18:00:00,4781,Saint-Lambert,62.53,0,0,1,0.897,0.102,0.001,Pas urgent,Pas urgent
2025-10-23 19:00:00,4781,Saint-Lambert,63.39,0,0,1,0.945,0.053,0.002,Pas urgent,Pas urgent
2025-10-23 20:00:00,4781,Saint-Lambert,64.26,0,0,1,0.981,0.015,0.004,Pas urgent,Pas urgent
2025-10-23 21:00:00,4781,Saint-Lambert,64.98,0,0,1,0.972,0.005,0.022,Pas urgent,Pas urgent
2025-10-23 22:00:00,4781,Saint-Lambert,65.36,0,0,1,0.964,0.003,0.033,Pas urgent,Pas urgent
2025-10-23 23:00:00,4781,Saint-Lambert,65.66,0,0,1,0.954,0.002,0.044,Pas urgent,Pas urgent
2025-10-24 00:00:00,4781,Saint-Lambert,65.93,0,0,1,0.866,0.007,0.127,Pas urgent,Pas urgent
2025-10-24 01:00:00,4781,Saint-Lambert,66.14,0,0,1,0.906,0.007,0.087,Pas urgent,Pas urgent
2025-10-24 02:00:00,4781,Saint-Lambert,66.33,0,0,1,0.931,0.005,0.064,Pas urgent,Pas urgent
2025-10-24 03:00:00,4781,Saint-Lambert,66.51,0,0,1,0.93,0.004,0.066,Pas urgent,Pas urgent
2025-10-24 04:00:00,4781,Saint-Lambert,66.74,0,0,1,0.93,0.004,0.066,Pas urgent,Pas urgent
2025-10-24 05:00:00,4781,Saint-Lambert,67.05,0,0,1,0.872,0.004,0.124,Pas urgent,Pas urgent
2025-10-24 06:00:00,4781,Saint-Lambert,67.46,0,0,1,0.81,0.005,0.185,Pas urgent,Pas urgent
2025-10-24 07:00:00,4781,Saint-Lambert,5.13,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-24 08:00:00,4781,Saint-Lambert,5.56,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-24 09:00:00,4781,Saint-Lambert,6.08,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-24 10:00:00,4781,Saint-Lambert,6.42,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-24 11:00:00,4781,Saint-Lambert,6.79,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-24 12:00:00,4781,Saint-Lambert,7.28,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-24 13:00:00,4781,Saint-Lambert,7.75,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-24 14:00:00,4781,Saint-Lambert,8.17,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-24 15:00:00,4781,Saint-Lambert,8.72,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-24 16:00:00,4781,Saint-Lambert,9.27,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-24 17:00:00,4781,Saint-Lambert,9.9,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-24 18:00:00,4781,Saint-Lambert,10.58,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-24 19:00:00,4781,Saint-Lambert,11.2,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-24 20:00:00,4781,Saint-Lambert,12.01,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-24 21:00:00,4781,Saint-Lambert,12.52,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-24 22:00:00,4781,Saint-Lambert,12.97,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-24 23:00:00,4781,Saint-Lambert,13.29,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-25 00:00:00,4781,Saint-Lambert,13.58,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-25 01:00:00,4781,Saint-Lambert,13.83,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-25 02:00:00,4781,Saint-Lambert,14.1,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-25 03:00:00,4781,Saint-Lambert,14.25,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-25 04:00:00,4781,Saint-Lambert,14.47,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-25 05:00:00,4781,Saint-Lambert,14.9,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-25 06:00:00,4781,Saint-Lambert,15.63,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-25 07:00:00,4781,Saint-Lambert,16.39,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-25 08:00:00,4781,Saint-Lambert,17.31,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-25 09:00:00,4781,Saint-Lambert,18.32,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-25 10:00:00,4781,Saint-Lambert,19.22,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-25 11:00:00,4781,Saint-Lambert,20.27,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-25 12:00:00,4781,Saint-Lambert,21.2,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-25 13:00:00,4781,Saint-Lambert,22.25,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-25 14:00:00,4781,Saint-Lambert,22.78,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-25 15:00:00,4781,Saint-Lambert,23.68,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-25 16:00:00,4781,Saint-Lambert,24.63,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-25 17:00:00,4781,Saint-Lambert,25.6,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-25 18:00:00,4781,Saint-Lambert,26.76,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-25 19:00:00,4781,Saint-Lambert,27.98,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-25 20:00:00,4781,Saint-Lambert,28.93,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-25 21:00:00,4781,Saint-Lambert,29.68,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-25 22:00:00,4781,Saint-Lambert,30.29,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-25 23:00:00,4781,Saint-Lambert,30.59,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-26 00:00:00,4781,Saint-Lambert,30.83,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-26 01:00:00,4781,Saint-Lambert,31.12,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-26 02:00:00,4781,Saint-Lambert,31.34,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-26 03:00:00,4781,Saint-Lambert,31.55,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-26 04:00:00,4781,Saint-Lambert,31.81,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-26 05:00:00,4781,Saint-Lambert,32.14,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-26 06:00:00,4781,Saint-Lambert,32.8,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-26 07:00:00,4781,Saint-Lambert,33.52,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-26 08:00:00,4781,Saint-Lambert,34.38,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-26 09:00:00,4781,Saint-Lambert,35.45,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-26 10:00:00,4781,Saint-Lambert,36.41,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-26 11:00:00,4781,Saint-Lambert,37.17,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-26 12:00:00,4781,Saint-Lambert,38.28,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-26 13:00:00,4781,Saint-Lambert,39.29,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-26 14:00:00,4781,Saint-Lambert,39.92,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-26 15:00:00,4781,Saint-Lambert,40.5,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-26 16:00:00,4781,Saint-Lambert,41.28,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-26 17:00:00,4781,Saint-Lambert,42.46,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-26 18:00:00,4781,Saint-Lambert,43.57,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-26 19:00:00,4781,Saint-Lambert,44.57,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-26 20:00:00,4781,Saint-Lambert,45.46,0,0,1,0.999,0.001,0.0,Pas urgent,Pas urgent
2025-10-26 21:00:00,4781,Saint-Lambert,46.02,0,0,1,0.994,0.006,0.0,Pas urgent,Pas urgent
2025-10-26 22:00:00,4781,Saint-Lambert,46.51,0,0,1,0.992,0.008,0.0,Pas urgent,Pas urgent
2025-10-26 23:00:00,4781,Saint-Lambert,46.92,0,0,1,0.992,0.008,0.0,Pas urgent,Pas urgent
2025-10-27 00:00:00,4781,Saint-Lambert,47.18,0,0,1,0.989,0.011,0.0,Pas urgent,Pas urgent
2025-10-27 01:00:00,4781,Saint-Lambert,47.41,0,0,1,0.989,0.011,0.0,Pas urgent,Pas urgent
2025-10-27 02:00:00,4781,Saint-Lambert,47.59,0,0,1,0.994,0.006,0.0,Pas urgent,Pas urgent
2025-10-27 03:00:00,4781,Saint-Lambert,47.77,0,0,1,0.994,0.006,0.0,Pas urgent,Pas urgent
2025-10-27 04:00:00,4781,Saint-Lambert,48.04,0,0,1,0.993,0.007,0.0,Pas urgent,Pas urgent
2025-10-27 05:00:00,4781,Saint-Lambert,48.35,0,0,1,0.992,0.008,0.0,Pas urgent,Pas urgent
2025-10-27 06:00:00,4781,Saint-Lambert,48.77,0,0,1,0.991,0.009,0.0,Pas urgent,Pas urgent
2025-10-27 07:00:00,4781,Saint-Lambert,49.35,0,0,1,0.983,0.017,0.0,Pas urgent,Pas urgent
2025-10-27 08:00:00,4781,Saint-Lambert,50.29,0,0,1,0.969,0.031,0.0,Pas urgent,Pas urgent
2025-10-27 09:00:00,4781,Saint-Lambert,51.25,0,0,1,0.972,0.028,0.0,Pas urgent,Pas urgent
2025-10-27 10:00:00,4781,Saint-Lambert,52.26,0,0,1,0.971,0.029,0.0,Pas urgent,Pas urgent
2025-10-27 11:00:00,4781,Saint-Lambert,53.01,0,0,1,0.965,0.035,0.0,Pas urgent,Pas urgent
2025-10-27 12:00:00,4781,Saint-Lambert,53.94,0,0,1,0.98,0.02,0.0,Pas urgent,Pas urgent
2025-10-27 13:00:00,4781,Saint-Lambert,54.8,0,0,1,0.974,0.026,0.0,Pas urgent,Pas urgent
2025-10-27 14:00:00,4781,Saint-Lambert,55.7,0,0,1,0.975,0.025,0.0,Pas urgent,Pas urgent
2025-10-27 16:00:00,4781,Saint-Lambert,57.17,0,0,1,0.969,0.031,0.0,Pas urgent,Pas urgent
2025-10-27 17:00:00,4781,Saint-Lambert,58.16,0,0,1,0.971,0.029,0.0,Pas urgent,Pas urgent
2025-10-27 18:00:00,4781,Saint-Lambert,59.08,0,0,1,0.973,0.027,0.0,Pas urgent,Pas urgent
2025-10-27 19:00:00,4781,Saint-Lambert,60.1,0,0,1,0.972,0.028,0.0,Pas urgent,Pas urgent
2025-10-27 20:00:00,4781,Saint-Lambert,60.94,0,0,1,0.968,0.032,0.0,Pas urgent,Pas urgent
2025-10-27 21:00:00,4781,Saint-Lambert,61.79,0,0,1,0.97,0.03,0.0,Pas urgent,Pas urgent
2025-10-27 22:00:00,4781,Saint-Lambert,62.27,0,0,1,0.962,0.037,0.001,Pas urgent,Pas urgent
2025-10-27 23:00:00,4781,Saint-Lambert,62.6,0,0,1,0.956,0.043,0.001,Pas urgent,Pas urgent
2025-10-28 00:00:00,4781,Saint-Lambert,62.82,0,0,1,0.791,0.192,0.017,Pas urgent,Pas urgent
2025-10-28 01:00:00,4781,Saint-Lambert,63.04,0,0,1,0.867,0.117,0.016,Pas urgent,Pas urgent
2025-10-28 02:00:00,4781,Saint-Lambert,63.23,0,0,1,0.891,0.083,0.025,Pas urgent,Pas urgent
2025-10-28 03:00:00,4781,Saint-Lambert,63.44,0,0,1,0.911,0.054,0.035,Pas urgent,Pas urgent
2025-10-28 04:00:00,4781,Saint-Lambert,63.67,0,0,1,0.92,0.021,0.059,Pas urgent,Pas urgent
2025-10-28 05:00:00,4781,Saint-Lambert,64.04,0,0,1,0.92,0.013,0.067,Pas urgent,Pas urgent
2025-10-28 06:00:00,4781,Saint-Lambert,64.52,0,0,1,0.824,0.004,0.172,Pas urgent,Pas urgent
2025-10-28 07:00:00,4781,Saint-Lambert,7.95,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-28 08:00:00,4781,Saint-Lambert,8.26,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-28 09:00:00,4781,Saint-Lambert,8.67,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-28 10:00:00,4781,Saint-Lambert,9.02,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-28 11:00:00,4781,Saint-Lambert,9.37,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-28 12:00:00,4781,Saint-Lambert,9.91,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-28 13:00:00,4781,Saint-Lambert,10.3,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-28 14:00:00,4781,Saint-Lambert,10.78,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-28 15:00:00,4781,Saint-Lambert,11.16,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-28 16:00:00,4781,Saint-Lambert,11.61,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-28 17:00:00,4781,Saint-Lambert,12.19,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-28 18:00:00,4781,Saint-Lambert,12.86,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-28 19:00:00,4781,Saint-Lambert,13.59,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-28 20:00:00,4781,Saint-Lambert,14.04,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-28 21:00:00,4781,Saint-Lambert,14.57,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-28 22:00:00,4781,Saint-Lambert,14.96,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-28 23:00:00,4781,Saint-Lambert,15.26,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-29 00:00:00,4781,Saint-Lambert,15.54,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-29 01:00:00,4781,Saint-Lambert,15.77,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-29 02:00:00,4781,Saint-Lambert,15.93,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-29 03:00:00,4781,Saint-Lambert,16.14,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-29 04:00:00,4781,Saint-Lambert,16.38,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-29 05:00:00,4781,Saint-Lambert,16.76,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-29 06:00:00,4781,Saint-Lambert,17.28,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-29 07:00:00,4781,Saint-Lambert,18.04,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-29 08:00:00,4781,Saint-Lambert,19.13,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-29 09:00:00,4781,Saint-Lambert,20.1,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-29 10:00:00,4781,Saint-Lambert,20.97,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-29 11:00:00,4781,Saint-Lambert,21.62,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-29 12:00:00,4781,Saint-Lambert,22.44,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-29 13:00:00,4781,Saint-Lambert,23.09,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-29 14:00:00,4781,Saint-Lambert,23.8,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-29 15:00:00,4781,Saint-Lambert,24.43,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-29 16:00:00,4781,Saint-Lambert,25.31,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-29 17:00:00,4781,Saint-Lambert,26.08,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-29 18:00:00,4781,Saint-Lambert,27.01,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-29 19:00:00,4781,Saint-Lambert,27.83,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-29 20:00:00,4781,Saint-Lambert,28.69,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-29 21:00:00,4781,Saint-Lambert,29.37,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-29 22:00:00,4781,Saint-Lambert,29.8,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-29 23:00:00,4781,Saint-Lambert,30.16,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-30 00:00:00,4781,Saint-Lambert,30.43,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-30 01:00:00,4781,Saint-Lambert,30.61,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
2025-10-30 02:00:00,4781,Saint-Lambert,30.83,0,0,1,1.0,0.0,0.0,Pas urgent,Pas urgent
