time,bin_id,zone,real,predicted,error
2025-10-21 08:00:00,4781,Saint-Lambert,23.86,23.74307,0.11692939758300724
2025-10-21 09:00:00,4781,Saint-Lambert,24.66,24.7721,0.1121004486083983
2025-10-21 10:00:00,4781,Saint-Lambert,25.52,25.63393,0.11393020629882855
2025-10-21 11:00:00,4781,Saint-Lambert,26.38,26.24647,0.13353050231933494
2025-10-21 12:00:00,4781,Saint-Lambert,27.44,27.426834,0.013165893554688779
2025-10-21 13:00:00,4781,Saint-Lambert,28.11,28.047255,0.06274543762206974
2025-10-21 14:00:00,4781,Saint-Lambert,28.78,28.976543,0.19654342651367074
2025-10-21 15:00:00,4781,Saint-Lambert,29.8,29.545553,0.2544467926025398
2025-10-21 16:00:00,4781,Saint-Lambert,30.79,30.215626,0.574374237060546
2025-10-21 17:00:00,4781,Saint-Lambert,31.64,31.956245,0.3162454223632807
2025-10-21 18:00:00,4781,Saint-Lambert,32.72,32.838146,0.11814620971679801
2025-10-21 19:00:00,4781,Saint-Lambert,33.48,33.400818,0.07918212890624687
2025-10-21 20:00:00,4781,Saint-Lambert,34.08,34.217514,0.1375140380859392
2025-10-21 21:00:00,4781,Saint-Lambert,34.62,34.724937,0.10493743896484631
2025-10-21 22:00:00,4781,Saint-Lambert,35.01,34.704014,0.3059861755371074
2025-10-21 23:00:00,4781,Saint-Lambert,35.32,35.24226,0.07774002075195341
2025-10-22 00:00:00,4781,Saint-Lambert,35.57,35.415104,0.15489608764648466
2025-10-22 01:00:00,4781,Saint-Lambert,35.79,35.66447,0.12552932739257727
2025-10-22 02:00:00,4781,Saint-Lambert,36.0,35.8699,0.13010025024414062
2025-10-22 03:00:00,4781,Saint-Lambert,36.26,36.171284,0.08871627807616989
2025-10-22 04:00:00,4781,Saint-Lambert,36.64,36.649513,0.009513244628905682
2025-10-22 05:00:00,4781,Saint-Lambert,37.12,37.193447,0.07344711303711193
2025-10-22 06:00:00,4781,Saint-Lambert,37.98,37.90744,0.07255981445312187
2025-10-22 07:00:00,4781,Saint-Lambert,38.79,38.705357,0.08464340209960852
2025-10-22 08:00:00,4781,Saint-Lambert,39.97,40.005272,0.03527191162109489
2025-10-22 09:00:00,4781,Saint-Lambert,40.77,40.498215,0.2717852783203156
2025-10-22 10:00:00,4781,Saint-Lambert,41.44,41.429623,0.010377349853513351
2025-10-22 11:00:00,4781,Saint-Lambert,42.19,42.337715,0.14771514892578352
2025-10-22 12:00:00,4781,Saint-Lambert,43.06,43.005928,0.054071960449221024
2025-10-22 13:00:00,4781,Saint-Lambert,43.78,43.736794,0.04320648193359489
2025-10-22 14:00:00,4781,Saint-Lambert,44.64,44.655308,0.015307769775390057
2025-10-22 15:00:00,4781,Saint-Lambert,45.42,45.278187,0.14181320190429858
2025-10-22 16:00:00,4781,Saint-Lambert,46.55,46.407154,0.14284591674804403
2025-10-22 17:00:00,4781,Saint-Lambert,47.6,47.404167,0.19583282470703267
2025-10-22 18:00:00,4781,Saint-Lambert,48.46,48.757957,0.2979574584960929
2025-10-22 19:00:00,4781,Saint-Lambert,49.31,49.381985,0.0719847106933571
2025-10-22 20:00:00,4781,Saint-Lambert,49.92,49.982292,0.062292175292967045
2025-10-22 21:00:00,4781,Saint-Lambert,50.4,50.50966,0.10965881347656392
2025-10-22 22:00:00,4781,Saint-Lambert,50.78,50.689716,0.09028366088867301
2025-10-22 23:00:00,4781,Saint-Lambert,51.01,50.943172,0.06682754516601364
2025-10-23 00:00:00,4781,Saint-Lambert,51.23,51.319386,0.08938552856445625
2025-10-23 01:00:00,4781,Saint-Lambert,51.47,51.60523,0.13522842407226676
2025-10-23 02:00:00,4781,Saint-Lambert,51.66,51.6743,0.01430114746094091
2025-10-23 03:00:00,4781,Saint-Lambert,51.89,51.9153,0.02529846191406193
2025-10-23 04:00:00,4781,Saint-Lambert,52.26,52.312096,0.05209564208984574
2025-10-23 05:00:00,4781,Saint-Lambert,52.74,52.96608,0.2260797119140605
2025-10-23 06:00:00,4781,Saint-Lambert,53.46,53.674015,0.21401504516601477
2025-10-23 07:00:00,4781,Saint-Lambert,54.43,54.424416,0.005584411621093466
2025-10-23 08:00:00,4781,Saint-Lambert,55.24,55.39617,0.15617156982421676
2025-10-23 09:00:00,4781,Saint-Lambert,56.05,56.04894,0.0010612487792940328
2025-10-23 10:00:00,4781,Saint-Lambert,56.51,56.67678,0.16678070068359574
2025-10-23 11:00:00,4781,Saint-Lambert,57.49,57.81473,0.32473159790038864
2025-10-23 12:00:00,4781,Saint-Lambert,58.23,57.85474,0.37525985717773125
2025-10-23 13:00:00,4781,Saint-Lambert,59.2,59.1995,0.0004989624023465922
2025-10-23 14:00:00,4781,Saint-Lambert,59.87,59.670742,0.19925796508788807
2025-10-23 15:00:00,4781,Saint-Lambert,60.51,60.831367,0.32136749267578324
2025-10-23 16:00:00,4781,Saint-Lambert,61.46,61.75802,0.2980184936523429
2025-10-23 17:00:00,4781,Saint-Lambert,62.53,62.513103,0.016896514892579262
2025-10-23 18:00:00,4781,Saint-Lambert,63.39,63.459274,0.06927429199218693
2025-10-23 19:00:00,4781,Saint-Lambert,64.26,64.40278,0.14277862548827613
2025-10-23 20:00:00,4781,Saint-Lambert,64.98,64.95542,0.02457855224609773
2025-10-23 21:00:00,4781,Saint-Lambert,65.36,65.47137,0.11136688232421932
2025-10-23 22:00:00,4781,Saint-Lambert,65.66,65.92839,0.2683905029296909
2025-10-23 23:00:00,4781,Saint-Lambert,65.93,65.92417,0.005828552246100571
2025-10-24 00:00:00,4781,Saint-Lambert,66.14,66.182,0.04199920654296818
2025-10-24 01:00:00,4781,Saint-Lambert,66.33,66.22527,0.10472686767577954
2025-10-24 02:00:00,4781,Saint-Lambert,66.51,66.465416,0.044584045410161366
2025-10-24 03:00:00,4781,Saint-Lambert,66.74,66.872826,0.13282562255859887
2025-10-24 04:00:00,4781,Saint-Lambert,67.05,67.08144,0.03144378662109659
2025-10-24 05:00:00,4781,Saint-Lambert,67.46,67.73656,0.27655700683594375
2025-10-24 07:00:00,4781,Saint-Lambert,5.56,7.812151,2.2521509552001957
2025-10-24 08:00:00,4781,Saint-Lambert,6.08,5.4550533,0.6249466705322266
2025-10-24 09:00:00,4781,Saint-Lambert,6.42,6.4145174,0.005482597351074148
2025-10-24 10:00:00,4781,Saint-Lambert,6.79,7.0138226,0.22382255554199215
2025-10-24 11:00:00,4781,Saint-Lambert,7.28,7.378403,0.09840318679809545
2025-10-24 12:00:00,4781,Saint-Lambert,7.75,7.9004316,0.15043163299560547
2025-10-24 13:00:00,4781,Saint-Lambert,8.17,8.245475,0.07547481536865241
2025-10-24 14:00:00,4781,Saint-Lambert,8.72,8.742332,0.02233245849609311
2025-10-24 15:00:00,4781,Saint-Lambert,9.27,9.062759,0.20724060058593707
2025-10-24 16:00:00,4781,Saint-Lambert,9.9,9.923727,0.023727035522460582
2025-10-24 17:00:00,4781,Saint-Lambert,10.58,10.712796,0.1327962112426757
2025-10-24 18:00:00,4781,Saint-Lambert,11.2,11.439718,0.23971824645996165
2025-10-24 19:00:00,4781,Saint-Lambert,12.01,11.916753,0.09324718475341776
2025-10-24 20:00:00,4781,Saint-Lambert,12.52,12.487445,0.032555122375487855
2025-10-24 21:00:00,4781,Saint-Lambert,12.97,13.145273,0.17527320861816342
2025-10-24 22:00:00,4781,Saint-Lambert,13.29,13.234847,0.055152931213378054
2025-10-24 23:00:00,4781,Saint-Lambert,13.58,13.587191,0.0071906280517577414
2025-10-25 00:00:00,4781,Saint-Lambert,13.83,13.706849,0.12315090179443366
2025-10-25 01:00:00,4781,Saint-Lambert,14.1,13.96161,0.13839015960693324
2025-10-25 02:00:00,4781,Saint-Lambert,14.25,14.197688,0.05231189727783203
2025-10-25 03:00:00,4781,Saint-Lambert,14.47,14.501781,0.031781463623046236
2025-10-25 04:00:00,4781,Saint-Lambert,14.9,14.793096,0.10690441131591832
2025-10-25 05:00:00,4781,Saint-Lambert,15.63,15.373009,0.25699127197265703
2025-10-25 06:00:00,4781,Saint-Lambert,16.39,16.4265,0.036500320434569744
2025-10-25 07:00:00,4781,Saint-Lambert,17.31,17.42611,0.11610931396484503
2025-10-25 08:00:00,4781,Saint-Lambert,18.32,18.453318,0.13331764221191378
2025-10-25 09:00:00,4781,Saint-Lambert,19.22,19.138546,0.08145401000976449
2025-10-25 10:00:00,4781,Saint-Lambert,20.27,20.057829,0.2121710968017574
2025-10-25 11:00:00,4781,Saint-Lambert,21.2,20.868086,0.3319141387939446
2025-10-25 12:00:00,4781,Saint-Lambert,22.25,22.363682,0.11368179321289062
2025-10-25 13:00:00,4781,Saint-Lambert,22.78,23.008904,0.2289035034179676
2025-10-25 14:00:00,4781,Saint-Lambert,23.68,24.000912,0.32091171264648466
2025-10-25 15:00:00,4781,Saint-Lambert,24.63,24.137589,0.4924114990234365
2025-10-25 16:00:00,4781,Saint-Lambert,25.6,25.469683,0.1303173065185561
2025-10-25 17:00:00,4781,Saint-Lambert,26.76,26.55483,0.20516944885254063
2025-10-25 18:00:00,4781,Saint-Lambert,27.98,27.777905,0.20209548950195355
2025-10-25 19:00:00,4781,Saint-Lambert,28.93,28.817398,0.11260192871093722
2025-10-25 20:00:00,4781,Saint-Lambert,29.68,29.756018,0.07601768493652372
2025-10-25 21:00:00,4781,Saint-Lambert,30.29,30.28954,0.00046066284179602235
2025-10-25 22:00:00,4781,Saint-Lambert,30.59,30.725027,0.13502708435058608
2025-10-25 23:00:00,4781,Saint-Lambert,30.83,31.0555,0.22550003051757983
2025-10-26 00:00:00,4781,Saint-Lambert,31.12,31.021723,0.09827720642089943
2025-10-26 01:00:00,4781,Saint-Lambert,31.34,31.227638,0.11236175537109361
2025-10-26 02:00:00,4781,Saint-Lambert,31.55,31.506739,0.04326133728027415
2025-10-26 03:00:00,4781,Saint-Lambert,31.81,31.854013,0.04401344299316534
2025-10-26 04:00:00,4781,Saint-Lambert,32.14,32.035503,0.1044966125488287
2025-10-26 05:00:00,4781,Saint-Lambert,32.8,32.69822,0.10178070068359091
2025-10-26 06:00:00,4781,Saint-Lambert,33.52,33.36437,0.1556315612793
2025-10-26 07:00:00,4781,Saint-Lambert,34.38,34.667583,0.2875834655761693
2025-10-26 08:00:00,4781,Saint-Lambert,35.45,35.6815,0.23149948120116903
2025-10-26 09:00:00,4781,Saint-Lambert,36.41,36.28179,0.12820831298827784
2025-10-26 10:00:00,4781,Saint-Lambert,37.17,36.957462,0.21253768920898608
2025-10-26 11:00:00,4781,Saint-Lambert,38.28,38.15342,0.1265805053710949
2025-10-26 12:00:00,4781,Saint-Lambert,39.29,39.20094,0.08906082153320227
2025-10-26 13:00:00,4781,Saint-Lambert,39.92,40.059658,0.13965805053710767
2025-10-26 14:00:00,4781,Saint-Lambert,40.5,40.813488,0.3134880065917969
2025-10-26 15:00:00,4781,Saint-Lambert,41.28,41.4543,0.17429992675781136
2025-10-26 16:00:00,4781,Saint-Lambert,42.46,42.047523,0.4124765014648446
2025-10-26 17:00:00,4781,Saint-Lambert,43.57,43.272724,0.29727584838867216
2025-10-26 18:00:00,4781,Saint-Lambert,44.57,44.768112,0.19811218261718722
2025-10-26 19:00:00,4781,Saint-Lambert,45.46,45.496815,0.03681472778320227
2025-10-26 20:00:00,4781,Saint-Lambert,46.02,46.22058,0.20058105468749687
2025-10-26 21:00:00,4781,Saint-Lambert,46.51,46.85871,0.34871124267578324
2025-10-26 22:00:00,4781,Saint-Lambert,46.92,46.90017,0.019830627441407955
2025-10-26 23:00:00,4781,Saint-Lambert,47.18,47.196476,0.01647598266601591
2025-10-27 00:00:00,4781,Saint-Lambert,47.41,47.515472,0.10547241210937841
2025-10-27 01:00:00,4781,Saint-Lambert,47.59,47.66846,0.07846084594726221
2025-10-27 02:00:00,4781,Saint-Lambert,47.77,47.922714,0.15271423339843437
2025-10-27 03:00:00,4781,Saint-Lambert,48.04,48.04029,0.00029083251953210265
2025-10-27 04:00:00,4781,Saint-Lambert,48.35,48.49423,0.14422836303710795
2025-10-27 05:00:00,4781,Saint-Lambert,48.77,49.049202,0.2792019653320281
2025-10-27 06:00:00,4781,Saint-Lambert,49.35,49.633522,0.28352203369140483
2025-10-27 07:00:00,4781,Saint-Lambert,50.29,50.10169,0.18831161499023352
2025-10-27 08:00:00,4781,Saint-Lambert,51.25,51.01758,0.232421875
2025-10-27 09:00:00,4781,Saint-Lambert,52.26,52.120087,0.139913330078123
2025-10-27 10:00:00,4781,Saint-Lambert,53.01,52.693626,0.31637359619140426
2025-10-27 11:00:00,4781,Saint-Lambert,53.94,54.057056,0.1170564270019554
2025-10-27 12:00:00,4781,Saint-Lambert,54.8,54.838634,0.03863449096679972
2025-10-27 13:00:00,4781,Saint-Lambert,55.7,55.610893,0.08910675048828409
2025-10-27 14:00:00,4781,Saint-Lambert,57.17,56.441864,0.7281359863281267
2025-10-27 16:00:00,4781,Saint-Lambert,58.16,57.66856,0.4914399719238247
2025-10-27 17:00:00,4781,Saint-Lambert,59.08,59.009922,0.07007797241210767
2025-10-27 18:00:00,4781,Saint-Lambert,60.1,60.310513,0.21051254272460795
2025-10-27 19:00:00,4781,Saint-Lambert,60.94,60.91377,0.02623123168945085
2025-10-27 20:00:00,4781,Saint-Lambert,61.79,61.611217,0.17878250122070227
2025-10-27 21:00:00,4781,Saint-Lambert,62.27,62.09736,0.17264129638672188
2025-10-27 22:00:00,4781,Saint-Lambert,62.6,62.757206,0.1572059631347642
2025-10-27 23:00:00,4781,Saint-Lambert,62.82,62.78522,0.03477890014648466
2025-10-28 00:00:00,4781,Saint-Lambert,63.04,62.999084,0.04091552734374915
2025-10-28 01:00:00,4781,Saint-Lambert,63.23,63.125523,0.10447738647460625
2025-10-28 02:00:00,4781,Saint-Lambert,63.44,63.531246,0.09124618530273665
2025-10-28 03:00:00,4781,Saint-Lambert,63.67,63.538914,0.13108627319336108
2025-10-28 04:00:00,4781,Saint-Lambert,64.04,63.981285,0.0587149047851625
2025-10-28 05:00:00,4781,Saint-Lambert,64.52,64.47937,0.04062988281249602
2025-10-28 07:00:00,4781,Saint-Lambert,8.26,6.74024,1.5197599029541013
2025-10-28 08:00:00,4781,Saint-Lambert,8.67,8.601396,0.06860439300537102
2025-10-28 09:00:00,4781,Saint-Lambert,9.02,9.12182,0.10182044982910199
2025-10-28 10:00:00,4781,Saint-Lambert,9.37,9.3963,0.026300315856934375
2025-10-28 11:00:00,4781,Saint-Lambert,9.91,9.871998,0.03800216674804702
2025-10-28 12:00:00,4781,Saint-Lambert,10.3,10.27405,0.025950241088867898
2025-10-28 13:00:00,4781,Saint-Lambert,10.78,10.988568,0.20856830596923892
2025-10-28 14:00:00,4781,Saint-Lambert,11.16,11.121922,0.03807846069335952
2025-10-28 15:00:00,4781,Saint-Lambert,11.61,11.766751,0.15675128936767635
2025-10-28 16:00:00,4781,Saint-Lambert,12.19,12.337867,0.14786678314209034
2025-10-28 17:00:00,4781,Saint-Lambert,12.86,12.7975445,0.062455520629882244
2025-10-28 18:00:00,4781,Saint-Lambert,13.59,13.507742,0.08225807189941392
2025-10-28 19:00:00,4781,Saint-Lambert,14.04,14.3397665,0.29976650238037195
2025-10-28 20:00:00,4781,Saint-Lambert,14.57,14.762333,0.19233291625976534
2025-10-28 21:00:00,4781,Saint-Lambert,14.96,14.715166,0.24483390808105554
2025-10-28 22:00:00,4781,Saint-Lambert,15.26,15.240788,0.019211540222167756
2025-10-28 23:00:00,4781,Saint-Lambert,15.54,15.564518,0.024517974853516478
2025-10-29 00:00:00,4781,Saint-Lambert,15.77,15.748888,0.02111198425292926
2025-10-29 01:00:00,4781,Saint-Lambert,15.93,16.004799,0.07479888916015653
2025-10-29 02:00:00,4781,Saint-Lambert,16.14,16.241219,0.10121856689453068
2025-10-29 03:00:00,4781,Saint-Lambert,16.38,16.415956,0.03595649719238381
2025-10-29 04:00:00,4781,Saint-Lambert,16.76,16.653393,0.10660720825195469
2025-10-29 05:00:00,4781,Saint-Lambert,17.28,17.25555,0.024449615478516762
2025-10-29 06:00:00,4781,Saint-Lambert,18.04,18.117252,0.07725234985351648
2025-10-29 07:00:00,4781,Saint-Lambert,19.13,18.94294,0.18706024169921776
2025-10-29 08:00:00,4781,Saint-Lambert,20.1,20.007904,0.09209594726562642
2025-10-29 09:00:00,4781,Saint-Lambert,20.97,20.952572,0.017428131103514488
2025-10-29 10:00:00,4781,Saint-Lambert,21.62,21.861095,0.24109542846679588
2025-10-29 11:00:00,4781,Saint-Lambert,22.44,22.64421,0.20421081542968622
2025-10-29 12:00:00,4781,Saint-Lambert,23.09,23.455078,0.36507812500000014
2025-10-29 13:00:00,4781,Saint-Lambert,23.8,23.891739,0.09173889160156179
2025-10-29 14:00:00,4781,Saint-Lambert,24.43,24.537176,0.10717613220214872
2025-10-29 15:00:00,4781,Saint-Lambert,25.31,25.280094,0.029905853271483096
2025-10-29 16:00:00,4781,Saint-Lambert,26.08,25.981369,0.0986309814453108
2025-10-29 17:00:00,4781,Saint-Lambert,27.01,27.263193,0.2531931304931625
2025-10-29 18:00:00,4781,Saint-Lambert,27.83,27.71223,0.11776931762695142
2025-10-29 19:00:00,4781,Saint-Lambert,28.69,28.393925,0.29607528686523565
2025-10-29 20:00:00,4781,Saint-Lambert,29.37,29.041,0.3289996337890635
2025-10-29 21:00:00,4781,Saint-Lambert,29.8,29.841482,0.04148216247558523
2025-10-29 22:00:00,4781,Saint-Lambert,30.16,30.053406,0.10659423828125014
2025-10-29 23:00:00,4781,Saint-Lambert,30.43,30.462713,0.03271324157714872
2025-10-30 00:00:00,4781,Saint-Lambert,30.61,30.748695,0.13869537353515682
2025-10-30 01:00:00,4781,Saint-Lambert,30.83,30.94121,0.11120979309082202
2025-10-30 02:00:00,4781,Saint-Lambert,31.06,30.872213,0.18778663635253778
2025-10-30 03:00:00,4781,Saint-Lambert,31.29,31.197365,0.0926351928710929
2025-10-30 04:00:00,4781,Saint-Lambert,31.69,31.612362,0.0776380920410169
2025-10-30 05:00:00,4781,Saint-Lambert,32.36,32.185665,0.17433486938476506
2025-10-30 06:00:00,4781,Saint-Lambert,33.0,33.0579,0.05789947509765625
2025-10-30 07:00:00,4781,Saint-Lambert,33.94,34.098278,0.15827804565429915
2025-10-30 08:00:00,4781,Saint-Lambert,34.96,34.80083,0.15916915893554773
2025-10-30 09:00:00,4781,Saint-Lambert,35.82,35.75766,0.062340087890625284
2025-10-30 10:00:00,4781,Saint-Lambert,36.63,36.30027,0.3297299194335963
2025-10-30 11:00:00,4781,Saint-Lambert,37.51,37.252785,0.25721527099609176
2025-10-30 12:00:00,4781,Saint-Lambert,38.2,38.411697,0.21169738769530966
2025-10-30 13:00:00,4781,Saint-Lambert,39.04,39.062,0.022000274658203978
2025-10-30 14:00:00,4781,Saint-Lambert,39.89,39.502766,0.38723434448242244
2025-10-30 15:00:00,4781,Saint-Lambert,40.53,40.529217,0.0007832336425792619
2025-10-30 16:00:00,4781,Saint-Lambert,41.41,41.676815,0.2668150329589878
2025-10-30 17:00:00,4781,Saint-Lambert,42.26,42.36086,0.10085891723633011
2025-10-30 18:00:00,4781,Saint-Lambert,43.06,43.207577,0.1475767517089821
2025-10-30 19:00:00,4781,Saint-Lambert,43.71,43.943413,0.2334127807617179
2025-10-30 20:00:00,4781,Saint-Lambert,44.38,44.500813,0.12081253051757557
2025-10-30 21:00:00,4781,Saint-Lambert,44.76,44.844196,0.08419631958008011
2025-10-30 22:00:00,4781,Saint-Lambert,45.16,45.068684,0.09131637573241846
2025-10-30 23:00:00,4781,Saint-Lambert,45.41,45.302822,0.10717788696288721
2025-10-31 00:00:00,4781,Saint-Lambert,45.64,45.646698,0.0066979980468744316
2025-10-31 01:00:00,4781,Saint-Lambert,45.83,45.864323,0.03432266235351733
2025-10-31 02:00:00,4781,Saint-Lambert,46.04,46.156975,0.1169747924804696
2025-10-31 03:00:00,4781,Saint-Lambert,46.26,46.210083,0.04991699218749801
2025-10-31 04:00:00,4781,Saint-Lambert,46.59,46.577293,0.01270660400390966
2025-10-31 05:00:00,4781,Saint-Lambert,47.15,47.18795,0.03795013427734517
2025-10-31 06:00:00,4781,Saint-Lambert,47.84,47.797813,0.04218658447265966
2025-10-31 07:00:00,4781,Saint-Lambert,48.67,48.82883,0.15883071899413892
2025-10-31 08:00:00,4781,Saint-Lambert,49.7,49.60877,0.09123153686523722
2025-10-31 09:00:00,4781,Saint-Lambert,50.63,50.346172,0.2838276672363307
2025-10-31 10:00:00,4781,Saint-Lambert,51.24,51.230125,0.00987457275390824
2025-10-31 11:00:00,4781,Saint-Lambert,52.08,52.247017,0.16701690673828296
2025-10-31 12:00:00,4781,Saint-Lambert,53.15,52.915295,0.2347053527832017
2025-10-31 13:00:00,4781,Saint-Lambert,53.78,53.53866,0.2413418579101574
2025-10-31 14:00:00,4781,Saint-Lambert,54.51,54.645794,0.13579391479492386
2025-10-31 15:00:00,4781,Saint-Lambert,55.13,55.197098,0.06709777832030994
2025-10-31 16:00:00,4781,Saint-Lambert,55.87,56.399197,0.5291966247558619
2025-10-31 17:00:00,4781,Saint-Lambert,57.04,57.02791,0.012091674804686647
2025-10-31 18:00:00,4781,Saint-Lambert,58.0,57.656303,0.34369659423828125
2025-10-31 19:00:00,4781,Saint-Lambert,58.86,58.82795,0.03205047607421818
2025-10-31 20:00:00,4781,Saint-Lambert,59.45,59.488914,0.03891448974609091
2025-10-31 21:00:00,4781,Saint-Lambert,60.03,59.954945,0.07505538940429801
2025-10-31 22:00:00,4781,Saint-Lambert,60.35,60.1227,0.2273002624511733
2025-10-31 23:00:00,4781,Saint-Lambert,60.58,60.74672,0.1667193603515642
2025-11-01 00:00:00,4781,Saint-Lambert,60.78,60.80227,0.022268981933592613
2025-11-01 01:00:00,4781,Saint-Lambert,61.05,61.026237,0.023762512207028408
2025-11-01 02:00:00,4781,Saint-Lambert,61.23,61.375435,0.14543487548828438
2025-11-01 03:00:00,4781,Saint-Lambert,61.46,61.681488,0.22148803710937415
2025-11-01 04:00:00,4781,Saint-Lambert,61.8,61.758915,0.04108505249023153
2025-11-01 05:00:00,4781,Saint-Lambert,62.36,62.312775,0.04722534179687443
2025-11-01 06:00:00,4781,Saint-Lambert,63.16,62.96936,0.1906396484374966
2025-11-01 07:00:00,4781,Saint-Lambert,64.19,64.07317,0.11682647705077898
2025-11-01 08:00:00,4781,Saint-Lambert,65.11,65.125404,0.015404357910156818
2025-11-01 09:00:00,4781,Saint-Lambert,65.94,66.07777,0.13776641845703352
2025-11-01 10:00:00,4781,Saint-Lambert,66.58,66.77353,0.1935290527343767
2025-11-01 11:00:00,4781,Saint-Lambert,67.36,67.53872,0.17871917724609432
2025-11-01 12:00:00,4781,Saint-Lambert,68.27,68.201485,0.06851531982421477
2025-11-01 13:00:00,4781,Saint-Lambert,69.14,68.73604,0.40396179199218807
2025-11-01 14:00:00,4781,Saint-Lambert,69.94,69.9457,0.005701599121096024
2025-11-01 15:00:00,4781,Saint-Lambert,70.91,70.86567,0.04433074951171534
2025-11-01 16:00:00,4781,Saint-Lambert,71.96,71.701515,0.2584848022460875
2025-11-01 17:00:00,4781,Saint-Lambert,73.02,72.812935,0.20706512451171477
2025-11-01 18:00:00,4781,Saint-Lambert,74.01,74.05302,0.043016662597651134
2025-11-01 19:00:00,4781,Saint-Lambert,74.83,74.83598,0.005983276367189205
2025-11-01 20:00:00,4781,Saint-Lambert,75.46,75.72261,0.26261047363281875
2025-11-01 21:00:00,4781,Saint-Lambert,76.04,76.071594,0.03159423828124375
2025-11-01 22:00:00,4781,Saint-Lambert,76.44,76.15264,0.287358703613279
2025-11-01 23:00:00,4781,Saint-Lambert,76.76,76.90049,0.14048980712890113
2025-11-02 00:00:00,4781,Saint-Lambert,76.99,76.70634,0.28366302490233863
