time,bin_id,zone,fill_level_reel,fill_level_predit,erreur_abs
2025-10-21 22:00:00,4781,Saint-Lambert,35.01,34.757015,0.25298477172851364
2025-10-21 23:00:00,4781,Saint-Lambert,35.32,35.310116,0.00988418579101591
2025-10-22 00:00:00,4781,Saint-Lambert,35.57,35.4656,0.10440093994140653
2025-10-22 01:00:00,4781,Saint-Lambert,35.79,35.634296,0.15570358276367102
2025-10-22 02:00:00,4781,Saint-Lambert,36.0,35.898975,0.10102462768554688
2025-10-22 03:00:00,4781,Saint-Lambert,36.26,36.14758,0.11242080688476364
2025-10-22 04:00:00,4781,Saint-Lambert,36.64,36.606064,0.03393615722656307
2025-10-22 05:00:00,4781,Saint-Lambert,37.12,37.173973,0.05397308349609631
2025-10-22 06:00:00,4781,Saint-Lambert,37.98,37.96324,0.016758422851559374
2025-10-22 07:00:00,4781,Saint-Lambert,38.79,38.70502,0.08497909545898352
2025-10-22 08:00:00,4781,Saint-Lambert,39.97,39.979584,0.009583740234376137
2025-10-22 09:00:00,4781,Saint-Lambert,40.77,40.396286,0.3737139892578156
2025-10-22 10:00:00,4781,Saint-Lambert,41.44,41.5923,0.15230041503906477
2025-10-22 11:00:00,4781,Saint-Lambert,42.19,42.322605,0.1326051330566429
2025-10-22 12:00:00,4781,Saint-Lambert,43.06,42.926987,0.13301330566406477
2025-10-22 13:00:00,4781,Saint-Lambert,43.78,43.685173,0.09482696533203239
2025-10-22 14:00:00,4781,Saint-Lambert,44.64,44.564957,0.07504333496093807
2025-10-22 15:00:00,4781,Saint-Lambert,45.42,45.27534,0.14465896606445483
2025-10-22 16:00:00,4781,Saint-Lambert,46.55,46.49638,0.05362014770507528
2025-10-22 17:00:00,4781,Saint-Lambert,47.6,47.464222,0.1357780456542983
2025-10-22 18:00:00,4781,Saint-Lambert,48.46,48.75768,0.2976789855957023
2025-10-22 19:00:00,4781,Saint-Lambert,49.31,49.436672,0.1266722106933571
2025-10-22 20:00:00,4781,Saint-Lambert,49.92,49.992447,0.0724468994140608
2025-10-22 21:00:00,4781,Saint-Lambert,50.4,50.497616,0.0976158142089858
2025-10-22 22:00:00,4781,Saint-Lambert,50.78,50.73439,0.04560974121093864
2025-10-22 23:00:00,4781,Saint-Lambert,51.01,50.86184,0.14816070556640426
2025-10-23 00:00:00,4781,Saint-Lambert,51.23,51.31354,0.08354141235351875
2025-10-23 01:00:00,4781,Saint-Lambert,51.47,51.567852,0.09785202026367301
2025-10-23 02:00:00,4781,Saint-Lambert,51.66,51.67378,0.013778533935550286
2025-10-23 03:00:00,4781,Saint-Lambert,51.89,51.863205,0.02679504394531307
2025-10-23 04:00:00,4781,Saint-Lambert,52.26,52.336475,0.07647537231445511
2025-10-23 05:00:00,4781,Saint-Lambert,52.74,52.928394,0.18839431762695114
2025-10-23 06:00:00,4781,Saint-Lambert,53.46,53.722622,0.2626219177246085
2025-10-23 07:00:00,4781,Saint-Lambert,54.43,54.41193,0.01806991577148409
2025-10-23 08:00:00,4781,Saint-Lambert,55.24,55.518272,0.27827239990234176
2025-10-23 09:00:00,4781,Saint-Lambert,56.05,55.978138,0.07186203002929403
2025-10-23 10:00:00,4781,Saint-Lambert,56.51,56.825348,0.315347900390627
2025-10-23 11:00:00,4781,Saint-Lambert,57.49,57.801395,0.31139541625976364
2025-10-23 12:00:00,4781,Saint-Lambert,58.23,57.865257,0.3647427368164031
2025-10-23 13:00:00,4781,Saint-Lambert,59.2,59.218826,0.018826293945309658
2025-10-23 14:00:00,4781,Saint-Lambert,59.87,59.756664,0.11333572387695057
2025-10-23 15:00:00,4781,Saint-Lambert,60.51,60.92942,0.41942047119140824
2025-10-23 16:00:00,4781,Saint-Lambert,61.46,61.82526,0.3652601623535148
2025-10-23 17:00:00,4781,Saint-Lambert,62.53,62.40315,0.12685134887695426
2025-10-23 18:00:00,4781,Saint-Lambert,63.39,63.59871,0.20870910644531193
2025-10-23 19:00:00,4781,Saint-Lambert,64.26,64.3703,0.11030029296874488
2025-10-23 20:00:00,4781,Saint-Lambert,64.98,65.018524,0.03852416992187102
2025-10-23 21:00:00,4781,Saint-Lambert,65.36,65.59605,0.23604644775390682
2025-10-23 22:00:00,4781,Saint-Lambert,65.66,65.87824,0.21824249267578466
2025-10-23 23:00:00,4781,Saint-Lambert,65.93,65.88665,0.04334991455078807
2025-10-24 00:00:00,4781,Saint-Lambert,66.14,66.14979,0.009787902832030682
2025-10-24 01:00:00,4781,Saint-Lambert,66.33,66.17101,0.15898712158202954
2025-10-24 02:00:00,4781,Saint-Lambert,66.51,66.41379,0.09621215820313012
2025-10-24 03:00:00,4781,Saint-Lambert,66.74,66.75561,0.015607604980473866
2025-10-24 04:00:00,4781,Saint-Lambert,67.05,67.108,0.05800170898437784
2025-10-24 05:00:00,4781,Saint-Lambert,67.46,67.7298,0.26979736328125625
2025-10-24 07:00:00,4781,Saint-Lambert,5.56,7.9746065,2.414606513977051
2025-10-24 08:00:00,4781,Saint-Lambert,6.08,5.534753,0.5452471542358399
2025-10-24 09:00:00,4781,Saint-Lambert,6.42,6.434241,0.014240818023681712
2025-10-24 10:00:00,4781,Saint-Lambert,6.79,7.0223656,0.23236557006835934
2025-10-24 11:00:00,4781,Saint-Lambert,7.28,7.3757935,0.09579345703124975
2025-10-24 12:00:00,4781,Saint-Lambert,7.75,7.881423,0.1314229965209961
2025-10-24 13:00:00,4781,Saint-Lambert,8.17,8.248626,0.07862575531005866
2025-10-24 14:00:00,4781,Saint-Lambert,8.72,8.710778,0.009221763610840483
2025-10-24 15:00:00,4781,Saint-Lambert,9.27,9.15553,0.11447002410888629
2025-10-24 16:00:00,4781,Saint-Lambert,9.9,9.95853,0.05853042602539027
2025-10-24 17:00:00,4781,Saint-Lambert,10.58,10.700343,0.1203431320190429
2025-10-24 18:00:00,4781,Saint-Lambert,11.2,11.462935,0.2629354476928718
2025-10-24 19:00:00,4781,Saint-Lambert,12.01,12.024861,0.014861335754394744
2025-10-24 20:00:00,4781,Saint-Lambert,12.52,12.391761,0.12823917388915973
2025-10-24 21:00:00,4781,Saint-Lambert,12.97,13.167775,0.1977751541137689
2025-10-24 22:00:00,4781,Saint-Lambert,13.29,13.212401,0.07759860992431555
2025-10-24 23:00:00,4781,Saint-Lambert,13.58,13.609322,0.02932159423828118
2025-10-25 00:00:00,4781,Saint-Lambert,13.83,13.686021,0.14397914886474616
2025-10-25 01:00:00,4781,Saint-Lambert,14.1,13.981346,0.1186538696289059
2025-10-25 02:00:00,4781,Saint-Lambert,14.25,14.149361,0.10063934326171875
2025-10-25 03:00:00,4781,Saint-Lambert,14.47,14.526754,0.0567543792724603
2025-10-25 04:00:00,4781,Saint-Lambert,14.9,14.83409,0.06590976715087926
2025-10-25 05:00:00,4781,Saint-Lambert,15.63,15.417759,0.21224105834961016
2025-10-25 06:00:00,4781,Saint-Lambert,16.39,16.438606,0.04860626220703068
2025-10-25 07:00:00,4781,Saint-Lambert,17.31,17.525496,0.21549552917480597
2025-10-25 08:00:00,4781,Saint-Lambert,18.32,18.45103,0.1310307312011716
2025-10-25 09:00:00,4781,Saint-Lambert,19.22,19.1825,0.037499160766600426
2025-10-25 10:00:00,4781,Saint-Lambert,20.27,19.99193,0.27806999206542926
2025-10-25 11:00:00,4781,Saint-Lambert,21.2,20.970879,0.22912139892578054
2025-10-25 12:00:00,4781,Saint-Lambert,22.25,22.272066,0.022066116333007812
2025-10-25 13:00:00,4781,Saint-Lambert,22.78,23.037752,0.2577521514892567
2025-10-25 14:00:00,4781,Saint-Lambert,23.68,24.002827,0.3228266906738284
2025-10-25 15:00:00,4781,Saint-Lambert,24.63,24.084799,0.5452011871337881
2025-10-25 16:00:00,4781,Saint-Lambert,25.6,25.462944,0.13705596923828267
2025-10-25 17:00:00,4781,Saint-Lambert,26.76,26.610447,0.14955307006836094
2025-10-25 18:00:00,4781,Saint-Lambert,27.98,27.664259,0.31574104309082074
2025-10-25 19:00:00,4781,Saint-Lambert,28.93,28.826166,0.10383384704589815
2025-10-25 20:00:00,4781,Saint-Lambert,29.68,29.82917,0.14917022705078153
2025-10-25 21:00:00,4781,Saint-Lambert,30.29,30.346813,0.05681320190429773
2025-10-25 22:00:00,4781,Saint-Lambert,30.59,30.627039,0.037038955688476705
2025-10-25 23:00:00,4781,Saint-Lambert,30.83,31.05004,0.22003929138183764
2025-10-26 00:00:00,4781,Saint-Lambert,31.12,31.021708,0.09829246520996193
2025-10-26 01:00:00,4781,Saint-Lambert,31.34,31.247282,0.09271797180175767
2025-10-26 02:00:00,4781,Saint-Lambert,31.55,31.561825,0.011824798583983664
2025-10-26 03:00:00,4781,Saint-Lambert,31.81,31.824594,0.014594497680665341
2025-10-26 04:00:00,4781,Saint-Lambert,32.14,32.126324,0.013676300048828693
2025-10-26 05:00:00,4781,Saint-Lambert,32.8,32.832466,0.03246612548828409
2025-10-26 06:00:00,4781,Saint-Lambert,33.52,33.38473,0.13526870727539375
2025-10-26 07:00:00,4781,Saint-Lambert,34.38,34.638756,0.2587557983398412
2025-10-26 08:00:00,4781,Saint-Lambert,35.45,35.559002,0.10900192260741903
2025-10-26 09:00:00,4781,Saint-Lambert,36.41,36.28604,0.12395874023437159
2025-10-26 10:00:00,4781,Saint-Lambert,37.17,36.768753,0.4012469482421892
2025-10-26 11:00:00,4781,Saint-Lambert,38.28,38.034214,0.2457859802246105
2025-10-26 12:00:00,4781,Saint-Lambert,39.29,39.2652,0.024798431396483522
2025-10-26 13:00:00,4781,Saint-Lambert,39.92,40.09121,0.17120941162109204
2025-10-26 14:00:00,4781,Saint-Lambert,40.5,40.86782,0.36782073974609375
2025-10-26 15:00:00,4781,Saint-Lambert,41.28,41.591755,0.311754913330077
2025-10-26 16:00:00,4781,Saint-Lambert,42.46,41.98704,0.472958526611329
2025-10-26 17:00:00,4781,Saint-Lambert,43.57,43.38367,0.18632919311523466
2025-10-26 18:00:00,4781,Saint-Lambert,44.57,44.740395,0.17039459228515597
2025-10-26 19:00:00,4781,Saint-Lambert,45.46,45.53064,0.07063964843749915
2025-10-26 20:00:00,4781,Saint-Lambert,46.02,46.23479,0.21479080200195
2025-10-26 21:00:00,4781,Saint-Lambert,46.51,46.836723,0.32672332763672074
2025-10-26 22:00:00,4781,Saint-Lambert,46.92,46.886948,0.033052368164064205
2025-10-26 23:00:00,4781,Saint-Lambert,47.18,47.288033,0.10803253173828153
2025-10-27 00:00:00,4781,Saint-Lambert,47.41,47.492382,0.08238204956055029
2025-10-27 01:00:00,4781,Saint-Lambert,47.59,47.694084,0.10408416748046534
2025-10-27 02:00:00,4781,Saint-Lambert,47.77,47.89788,0.12788055419921562
2025-10-27 03:00:00,4781,Saint-Lambert,48.04,48.063198,0.023198089599610228
2025-10-27 04:00:00,4781,Saint-Lambert,48.35,48.410355,0.06035461425781108
2025-10-27 05:00:00,4781,Saint-Lambert,48.77,49.05542,0.2854199218749969
2025-10-27 06:00:00,4781,Saint-Lambert,49.35,49.624805,0.2748054504394517
2025-10-27 07:00:00,4781,Saint-Lambert,50.29,50.170704,0.11929611206054602
2025-10-27 08:00:00,4781,Saint-Lambert,51.25,51.001522,0.24847793579101562
2025-10-27 09:00:00,4781,Saint-Lambert,52.26,52.063175,0.19682479858398239
2025-10-27 10:00:00,4781,Saint-Lambert,53.01,52.61599,0.39401031494140426
2025-10-27 11:00:00,4781,Saint-Lambert,53.94,53.95942,0.019419250488283524
2025-10-27 12:00:00,4781,Saint-Lambert,54.8,54.815323,0.015322875976565342
2025-10-27 13:00:00,4781,Saint-Lambert,55.7,55.4566,0.24339981079101847
2025-10-27 14:00:00,4781,Saint-Lambert,57.17,56.469982,0.7000178527832048
2025-10-27 16:00:00,4781,Saint-Lambert,58.16,57.62038,0.5396195983886685
2025-10-27 17:00:00,4781,Saint-Lambert,59.08,59.173306,0.09330551147461108
2025-10-27 18:00:00,4781,Saint-Lambert,60.1,60.264206,0.16420593261718608
2025-10-27 19:00:00,4781,Saint-Lambert,60.94,60.915844,0.02415603637695085
2025-10-27 20:00:00,4781,Saint-Lambert,61.79,61.664623,0.12537673950195227
2025-10-27 21:00:00,4781,Saint-Lambert,62.27,62.002987,0.26701309204101875
2025-10-27 22:00:00,4781,Saint-Lambert,62.6,62.78721,0.18720855712890483
2025-10-27 23:00:00,4781,Saint-Lambert,62.82,62.760506,0.059494323730469034
2025-10-28 00:00:00,4781,Saint-Lambert,63.04,63.053234,0.013234100341797728
2025-10-28 01:00:00,4781,Saint-Lambert,63.23,63.147583,0.08241699218749687
2025-10-28 02:00:00,4781,Saint-Lambert,63.44,63.452084,0.012083587646486649
2025-10-28 03:00:00,4781,Saint-Lambert,63.67,63.4571,0.21290008544922046
2025-10-28 04:00:00,4781,Saint-Lambert,64.04,63.890644,0.14935592651367813
2025-10-28 05:00:00,4781,Saint-Lambert,64.52,64.531105,0.011105041503910229
2025-10-28 07:00:00,4781,Saint-Lambert,8.26,6.8922315,1.3677685356140135
2025-10-28 08:00:00,4781,Saint-Lambert,8.67,8.552735,0.11726467132568352
2025-10-28 09:00:00,4781,Saint-Lambert,9.02,9.086137,0.06613681793212933
2025-10-28 10:00:00,4781,Saint-Lambert,9.37,9.374322,0.004321937561035938
2025-10-28 11:00:00,4781,Saint-Lambert,9.91,9.846546,0.06345382690429702
2025-10-28 12:00:00,4781,Saint-Lambert,10.3,10.333769,0.03376884460449148
2025-10-28 13:00:00,4781,Saint-Lambert,10.78,11.004486,0.22448608398437564
2025-10-28 14:00:00,4781,Saint-Lambert,11.16,11.151387,0.00861278533935561
2025-10-28 15:00:00,4781,Saint-Lambert,11.61,11.7641535,0.15415348052978572
2025-10-28 16:00:00,4781,Saint-Lambert,12.19,12.304225,0.11422496795654347
2025-10-28 17:00:00,4781,Saint-Lambert,12.86,12.722938,0.1370624160766596
2025-10-28 18:00:00,4781,Saint-Lambert,13.59,13.463738,0.1262615585327147
2025-10-28 19:00:00,4781,Saint-Lambert,14.04,14.303809,0.2638091659545907
2025-10-28 20:00:00,4781,Saint-Lambert,14.57,14.793636,0.2236363220214841
2025-10-28 21:00:00,4781,Saint-Lambert,14.96,14.580467,0.3795327758789071
2025-10-28 22:00:00,4781,Saint-Lambert,15.26,15.287433,0.027432670593261932
2025-10-28 23:00:00,4781,Saint-Lambert,15.54,15.575451,0.03545089721679773
2025-10-29 00:00:00,4781,Saint-Lambert,15.77,15.777769,0.007769088745117614
2025-10-29 01:00:00,4781,Saint-Lambert,15.93,16.008858,0.07885772705078153
2025-10-29 02:00:00,4781,Saint-Lambert,16.14,16.209332,0.0693315124511713
2025-10-29 03:00:00,4781,Saint-Lambert,16.38,16.420275,0.04027473449707131
2025-10-29 04:00:00,4781,Saint-Lambert,16.76,16.711227,0.04877258300781406
2025-10-29 05:00:00,4781,Saint-Lambert,17.28,17.19368,0.08632019042968864
2025-10-29 06:00:00,4781,Saint-Lambert,18.04,18.24105,0.2010507202148446
2025-10-29 07:00:00,4781,Saint-Lambert,19.13,19.150633,0.020632858276368182
2025-10-29 08:00:00,4781,Saint-Lambert,20.1,19.804688,0.2953125000000014
2025-10-29 09:00:00,4781,Saint-Lambert,20.97,20.749285,0.22071525573730355
2025-10-29 10:00:00,4781,Saint-Lambert,21.62,21.756002,0.13600242614745994
2025-10-29 11:00:00,4781,Saint-Lambert,22.44,22.598085,0.15808540344238153
2025-10-29 12:00:00,4781,Saint-Lambert,23.09,23.400946,0.3109456634521486
2025-10-29 13:00:00,4781,Saint-Lambert,23.8,24.027279,0.22727890014648366
2025-10-29 14:00:00,4781,Saint-Lambert,24.43,24.36401,0.06599014282226534
2025-10-29 15:00:00,4781,Saint-Lambert,25.31,25.31602,0.0060190582275403415
2025-10-29 16:00:00,4781,Saint-Lambert,26.08,26.005302,0.07469757080077954
2025-10-29 17:00:00,4781,Saint-Lambert,27.01,27.161522,0.1515219116210922
2025-10-29 18:00:00,4781,Saint-Lambert,27.83,27.845814,0.01581375122070483
2025-10-29 19:00:00,4781,Saint-Lambert,28.69,28.368904,0.32109588623047003
2025-10-29 20:00:00,4781,Saint-Lambert,29.37,29.040226,0.32977401733398537
2025-10-29 21:00:00,4781,Saint-Lambert,29.8,29.823421,0.023421478271483664
2025-10-29 22:00:00,4781,Saint-Lambert,30.16,30.161415,0.0014151000976561079
2025-10-29 23:00:00,4781,Saint-Lambert,30.43,30.43919,0.00918991088867216
2025-10-30 00:00:00,4781,Saint-Lambert,30.61,30.717268,0.10726799011230526
2025-10-30 01:00:00,4781,Saint-Lambert,30.83,30.96168,0.13167945861816577
2025-10-30 02:00:00,4781,Saint-Lambert,31.06,30.901314,0.15868621826171747
2025-10-30 03:00:00,4781,Saint-Lambert,31.29,31.18417,0.10583023071288977
2025-10-30 04:00:00,4781,Saint-Lambert,31.69,31.696749,0.0067487335205065335
2025-10-30 05:00:00,4781,Saint-Lambert,32.36,32.28196,0.07804046630859318
2025-10-30 06:00:00,4781,Saint-Lambert,33.0,33.018368,0.018367767333984375
2025-10-30 07:00:00,4781,Saint-Lambert,33.94,34.096195,0.1561952209472679
2025-10-30 08:00:00,4781,Saint-Lambert,34.96,34.642185,0.3178147888183602
2025-10-30 09:00:00,4781,Saint-Lambert,35.82,35.79843,0.021568603515625284
2025-10-30 10:00:00,4781,Saint-Lambert,36.63,36.264126,0.3658741760253932
2025-10-30 11:00:00,4781,Saint-Lambert,37.51,37.124294,0.38570571899413864
2025-10-30 12:00:00,4781,Saint-Lambert,38.2,38.434776,0.2347763061523409
2025-10-30 13:00:00,4781,Saint-Lambert,39.04,39.090446,0.0504464721679696
2025-10-30 14:00:00,4781,Saint-Lambert,39.89,39.81155,0.0784498596191412
2025-10-30 15:00:00,4781,Saint-Lambert,40.53,40.532146,0.002146453857420738
2025-10-30 16:00:00,4781,Saint-Lambert,41.41,41.68224,0.27223953247070654
2025-10-30 17:00:00,4781,Saint-Lambert,42.26,42.366047,0.10604690551758011
2025-10-30 18:00:00,4781,Saint-Lambert,43.06,43.24336,0.1833586120605446
2025-10-30 19:00:00,4781,Saint-Lambert,43.71,43.943123,0.2331228637695304
2025-10-30 20:00:00,4781,Saint-Lambert,44.38,44.425125,0.04512512207030994
2025-10-30 21:00:00,4781,Saint-Lambert,44.76,44.641983,0.11801696777343551
2025-10-30 22:00:00,4781,Saint-Lambert,45.16,45.093224,0.06677642822265284
2025-10-30 23:00:00,4781,Saint-Lambert,45.41,45.214397,0.19560256958007471
2025-10-31 00:00:00,4781,Saint-Lambert,45.64,45.617035,0.02296508789062557
2025-10-31 01:00:00,4781,Saint-Lambert,45.83,45.866985,0.03698532104492358
2025-10-31 02:00:00,4781,Saint-Lambert,46.04,46.125294,0.08529373168945398
2025-10-31 03:00:00,4781,Saint-Lambert,46.26,46.219154,0.04084564208984176
2025-10-31 04:00:00,4781,Saint-Lambert,46.59,46.581135,0.008865203857425286
2025-10-31 05:00:00,4781,Saint-Lambert,47.15,47.148132,0.001867675781248579
2025-10-31 06:00:00,4781,Saint-Lambert,47.84,47.782364,0.05763610839844091
2025-10-31 07:00:00,4781,Saint-Lambert,48.67,48.97208,0.3020802307128889
2025-10-31 08:00:00,4781,Saint-Lambert,49.7,49.64851,0.05149002075195597
2025-10-31 09:00:00,4781,Saint-Lambert,50.63,50.357296,0.2727040100097682
2025-10-31 10:00:00,4781,Saint-Lambert,51.24,51.262867,0.022866973876951135
2025-10-31 11:00:00,4781,Saint-Lambert,52.08,52.19693,0.1169299316406267
2025-10-31 12:00:00,4781,Saint-Lambert,53.15,52.927917,0.22208251953124858
2025-10-31 13:00:00,4781,Saint-Lambert,53.78,53.512043,0.267957000732423
2025-10-31 14:00:00,4781,Saint-Lambert,54.51,54.735123,0.2251226806640645
2025-10-31 15:00:00,4781,Saint-Lambert,55.13,55.180508,0.05050765991210682
2025-10-31 16:00:00,4781,Saint-Lambert,55.87,56.372383,0.5023831176757838
2025-10-31 17:00:00,4781,Saint-Lambert,57.04,56.877285,0.16271499633788977
2025-10-31 18:00:00,4781,Saint-Lambert,58.0,57.724617,0.27538299560546875
2025-10-31 19:00:00,4781,Saint-Lambert,58.86,58.939438,0.07943786621093807
2025-10-31 20:00:00,4781,Saint-Lambert,59.45,59.5,0.04999999999999716
2025-10-31 21:00:00,4781,Saint-Lambert,60.03,59.981953,0.04804733276367301
2025-10-31 22:00:00,4781,Saint-Lambert,60.35,60.113586,0.23641357421875142
2025-10-31 23:00:00,4781,Saint-Lambert,60.58,60.68126,0.1012591552734392
2025-11-01 00:00:00,4781,Saint-Lambert,60.78,60.682713,0.09728744506836051
2025-11-01 01:00:00,4781,Saint-Lambert,61.05,60.98077,0.06922988891601278
2025-11-01 02:00:00,4781,Saint-Lambert,61.23,61.398067,0.1680674743652375
2025-11-01 03:00:00,4781,Saint-Lambert,61.46,61.678223,0.21822265624999915
2025-11-01 04:00:00,4781,Saint-Lambert,61.8,61.822857,0.022856903076174717
2025-11-01 05:00:00,4781,Saint-Lambert,62.36,62.3247,0.03530059814453068
2025-11-01 06:00:00,4781,Saint-Lambert,63.16,63.048794,0.11120620727538721
2025-11-01 07:00:00,4781,Saint-Lambert,64.19,63.861404,0.3285955810546852
2025-11-01 08:00:00,4781,Saint-Lambert,65.11,65.271385,0.16138519287109432
2025-11-01 09:00:00,4781,Saint-Lambert,65.94,66.05021,0.11020904541015852
2025-11-01 10:00:00,4781,Saint-Lambert,66.58,66.84302,0.2630175781250017
2025-11-01 11:00:00,4781,Saint-Lambert,67.36,67.52565,0.16565002441406307
2025-11-01 12:00:00,4781,Saint-Lambert,68.27,68.214935,0.05506469726562102
2025-11-01 13:00:00,4781,Saint-Lambert,69.14,68.814644,0.3253561401367193
2025-11-01 14:00:00,4781,Saint-Lambert,69.94,69.867,0.07300323486327898
2025-11-01 15:00:00,4781,Saint-Lambert,70.91,70.85059,0.05940643310546534
2025-11-01 16:00:00,4781,Saint-Lambert,71.96,71.77341,0.18659301757811875
2025-11-01 17:00:00,4781,Saint-Lambert,73.02,72.857445,0.16255523681640227
2025-11-01 18:00:00,4781,Saint-Lambert,74.01,74.02736,0.017359008789057384
2025-11-01 19:00:00,4781,Saint-Lambert,74.83,74.828835,0.0011654663085920447
2025-11-01 20:00:00,4781,Saint-Lambert,75.46,75.59806,0.1380606079101625
2025-11-01 21:00:00,4781,Saint-Lambert,76.04,76.073784,0.0337838745117125
2025-11-01 22:00:00,4781,Saint-Lambert,76.44,76.16832,0.2716802978515602
2025-11-01 23:00:00,4781,Saint-Lambert,76.76,76.855835,0.09583496093749488
