bin_id,timestamp,fill_level,weight_kg,battery_level,status,rssi
1,2026-01-06 06:00:00,82,9.84,82.32,WARNING,-70
1,2026-01-06 07:00:00,83,9.96,82.29,WARNING,-68
1,2026-01-06 08:00:00,85,10.2,82.24,WARNING,-65
1,2026-01-06 09:00:00,85,10.2,82.22,WARNING,-63
1,2026-01-06 10:00:00,88,10.56,82.18,WARNING,-55
1,2026-01-06 11:00:00,91,10.92,82.14,WARNING,-82
1,2026-01-06 12:00:00,96,11.52,82.09,FULL,-66
1,2026-01-06 13:00:00,100,12.0,82.06,FULL,-55
1,2026-01-06 14:00:00,36,4.32,82.04,OK,-59
1,2026-01-06 15:00:00,41,4.92,82.0,OK,-74
1,2026-01-06 16:00:00,43,5.16,81.99,OK,-64
1,2026-01-06 17:00:00,45,5.4,81.97,OK,-85
1,2026-01-06 18:00:00,47,5.64,81.94,OK,-56
1,2026-01-06 19:00:00,50,6.0,81.91,OK,-65
1,2026-01-06 20:00:00,55,6.6,81.88,OK,-62
1,2026-01-06 21:00:00,58,6.96,81.84,OK,-83
1,2026-01-06 22:00:00,61,7.32,81.8,OK,-61
1,2026-01-06 23:00:00,63,7.56,81.77,OK,-77
1,2026-01-07 00:00:00,65,7.8,81.74,OK,-72
1,2026-01-07 01:00:00,68,8.16,81.72,OK,-61
1,2026-01-07 02:00:00,68,8.16,81.7,OK,-73
1,2026-01-07 03:00:00,70,8.4,81.67,OK,-81
1,2026-01-07 04:00:00,71,8.52,81.66,OK,-76
1,2026-01-07 05:00:00,74,8.88,81.63,OK,-76
1,2026-01-07 06:00:00,74,8.88,81.58,OK,-70
1,2026-01-07 07:00:00,77,9.24,81.54,OK,-76
1,2026-01-07 08:00:00,80,9.6,81.53,WARNING,-68
1,2026-01-07 09:00:00,80,9.6,81.5,WARNING,-64
1,2026-01-07 10:00:00,80,9.6,81.47,WARNING,-78
1,2026-01-07 11:00:00,83,9.96,81.45,WARNING,-55
1,2026-01-07 12:00:00,86,10.32,81.44,WARNING,-77
1,2026-01-07 13:00:00,90,10.8,81.42,WARNING,-82
1,2026-01-07 14:00:00,96,11.52,81.41,FULL,-72
1,2026-01-07 15:00:00,99,11.88,81.38,FULL,-82
1,2026-01-07 16:00:00,99,11.88,81.35,FULL,-70
1,2026-01-07 17:00:00,100,12.0,81.33,FULL,-81
1,2026-01-07 18:00:00,29,3.48,81.31,OK,-59
1,2026-01-07 19:00:00,31,3.72,81.3,OK,-76
1,2026-01-07 20:00:00,34,4.08,81.28,OK,-58
1,2026-01-07 21:00:00,38,4.56,81.25,OK,-81
1,2026-01-07 22:00:00,41,4.92,81.22,OK,-73
1,2026-01-07 23:00:00,44,5.28,81.19,OK,-59
1,2026-01-08 00:00:00,46,5.52,81.15,OK,-61
1,2026-01-08 01:00:00,48,5.76,81.11,OK,-68
1,2026-01-08 02:00:00,51,6.12,81.08,OK,-81
1,2026-01-08 03:00:00,51,6.12,81.06,OK,-74
1,2026-01-08 04:00:00,51,6.12,81.03,OK,-61
1,2026-01-08 05:00:00,53,6.36,81.0,OK,-82
1,2026-01-08 06:00:00,53,6.36,80.96,OK,-70
1,2026-01-08 07:00:00,56,6.72,80.94,OK,-77
1,2026-01-08 08:00:00,57,6.84,80.9,OK,-66
1,2026-01-08 09:00:00,58,6.96,80.85,OK,-70
1,2026-01-08 10:00:00,59,7.08,80.83,OK,-61
1,2026-01-08 11:00:00,61,7.32,80.82,OK,-85
1,2026-01-08 12:00:00,67,8.04,80.81,OK,-72
1,2026-01-08 13:00:00,68,8.16,80.78,OK,-66
1,2026-01-08 14:00:00,69,8.28,80.75,OK,-74
1,2026-01-08 15:00:00,72,8.64,80.72,OK,-59
1,2026-01-08 16:00:00,73,8.76,80.68,OK,-81
1,2026-01-08 17:00:00,76,9.12,80.64,OK,-55
1,2026-01-08 18:00:00,79,9.48,80.61,OK,-63
1,2026-01-08 19:00:00,80,9.6,80.57,WARNING,-60
1,2026-01-08 20:00:00,85,10.2,80.55,WARNING,-85
1,2026-01-08 21:00:00,88,10.56,80.5,WARNING,-74
1,2026-01-08 22:00:00,89,10.68,80.45,WARNING,-69
1,2026-01-08 23:00:00,91,10.92,80.42,WARNING,-78
1,2026-01-09 00:00:00,91,10.92,80.38,WARNING,-85
1,2026-01-09 01:00:00,93,11.16,80.34,WARNING,-85
1,2026-01-09 02:00:00,96,11.52,80.3,FULL,-67
1,2026-01-09 03:00:00,98,11.76,80.27,FULL,-67
1,2026-01-09 04:00:00,100,12.0,80.25,FULL,-65
1,2026-01-09 05:00:00,13,1.56,80.23,OK,-77
1,2026-01-09 06:00:00,15,1.8,80.18,OK,-55
1,2026-01-09 07:00:00,17,2.04,80.15,OK,-82
1,2026-01-09 08:00:00,17,2.04,80.13,OK,-69
1,2026-01-09 09:00:00,18,2.16,80.11,OK,-57
1,2026-01-09 10:00:00,18,2.16,80.07,OK,-83
1,2026-01-09 11:00:00,22,2.64,80.02,OK,-84
1,2026-01-09 12:00:00,26,3.12,80.01,OK,-83
1,2026-01-09 13:00:00,28,3.36,79.97,OK,-68
1,2026-01-09 14:00:00,29,3.48,79.93,OK,-76
1,2026-01-09 15:00:00,33,3.96,79.9,OK,-65
1,2026-01-09 16:00:00,34,4.08,79.85,OK,-65
1,2026-01-09 17:00:00,35,4.2,79.82,OK,-55
1,2026-01-09 18:00:00,39,4.68,79.79,OK,-61
1,2026-01-09 19:00:00,42,5.04,79.76,OK,-69
1,2026-01-09 20:00:00,45,5.4,79.74,OK,-58
1,2026-01-09 21:00:00,47,5.64,79.72,OK,-85
1,2026-01-09 22:00:00,49,5.88,79.68,OK,-78
1,2026-01-09 23:00:00,50,6.0,79.64,OK,-78
1,2026-01-10 00:00:00,51,6.12,79.6,OK,-62
1,2026-01-10 01:00:00,53,6.36,79.58,OK,-60
1,2026-01-10 02:00:00,55,6.6,79.55,OK,-61
1,2026-01-10 03:00:00,55,6.6,79.53,OK,-58
1,2026-01-10 04:00:00,57,6.84,79.5,OK,-79
1,2026-01-10 05:00:00,58,6.96,79.48,OK,-68
1,2026-01-10 06:00:00,58,6.96,79.45,OK,-76
1,2026-01-10 07:00:00,60,7.2,79.4,OK,-83
1,2026-01-10 08:00:00,61,7.32,79.39,OK,-57
1,2026-01-10 09:00:00,61,7.32,79.37,OK,-79
1,2026-01-10 10:00:00,62,7.44,79.35,OK,-58
1,2026-01-10 11:00:00,63,7.56,79.34,OK,-66
1,2026-01-10 12:00:00,66,7.92,79.31,OK,-59
1,2026-01-10 13:00:00,72,8.64,79.28,OK,-76
1,2026-01-10 14:00:00,78,9.36,79.26,OK,-61
1,2026-01-10 15:00:00,79,9.48,79.21,OK,-63
1,2026-01-10 16:00:00,79,9.48,79.18,OK,-60
1,2026-01-10 17:00:00,82,9.84,79.16,WARNING,-79
1,2026-01-10 18:00:00,85,10.2,79.12,WARNING,-67
1,2026-01-10 19:00:00,87,10.44,79.07,WARNING,-81
1,2026-01-10 20:00:00,88,10.56,79.05,WARNING,-63
1,2026-01-10 21:00:00,89,10.68,79.03,WARNING,-84
1,2026-01-10 22:00:00,89,10.68,78.99,WARNING,-67
1,2026-01-10 23:00:00,90,10.8,78.97,WARNING,-77
1,2026-01-11 00:00:00,91,10.92,78.94,WARNING,-75
1,2026-01-11 01:00:00,94,11.28,78.92,WARNING,-63
1,2026-01-11 02:00:00,97,11.64,78.87,FULL,-70
1,2026-01-11 03:00:00,98,11.76,78.83,FULL,-83
1,2026-01-11 04:00:00,100,12.0,78.82,FULL,-80
1,2026-01-11 05:00:00,26,3.12,78.81,OK,-83
1,2026-01-11 06:00:00,28,3.36,78.79,OK,-79
1,2026-01-11 07:00:00,30,3.6,78.78,OK,-80
1,2026-01-11 08:00:00,30,3.6,78.76,OK,-75
1,2026-01-11 09:00:00,30,3.6,78.72,OK,-77
1,2026-01-11 10:00:00,33,3.96,78.69,OK,-71
1,2026-01-11 11:00:00,36,4.32,78.66,OK,-69
1,2026-01-11 12:00:00,40,4.8,78.61,OK,-55
1,2026-01-11 13:00:00,45,5.4,78.6,OK,-60
1,2026-01-11 14:00:00,51,6.12,78.58,OK,-57
1,2026-01-11 15:00:00,52,6.24,78.54,OK,-59
1,2026-01-11 16:00:00,52,6.24,78.51,OK,-60
1,2026-01-11 17:00:00,55,6.6,78.49,OK,-68
1,2026-01-11 18:00:00,59,7.08,78.45,OK,-78
1,2026-01-11 19:00:00,63,7.56,78.43,OK,-84
1,2026-01-11 20:00:00,67,8.04,78.4,OK,-75
1,2026-01-11 21:00:00,70,8.4,78.36,OK,-72
1,2026-01-11 22:00:00,72,8.64,78.33,OK,-67
1,2026-01-11 23:00:00,75,9.0,78.32,OK,-60
1,2026-01-12 00:00:00,75,9.0,78.3,OK,-63
1,2026-01-12 01:00:00,77,9.24,78.27,OK,-66
1,2026-01-12 02:00:00,78,9.36,78.23,OK,-75
1,2026-01-12 03:00:00,81,9.72,78.19,WARNING,-55
1,2026-01-12 04:00:00,81,9.72,78.18,WARNING,-80
1,2026-01-12 05:00:00,83,9.96,78.16,WARNING,-71
1,2026-01-12 06:00:00,83,9.96,78.15,WARNING,-80
1,2026-01-12 07:00:00,86,10.32,78.11,WARNING,-70
1,2026-01-12 08:00:00,87,10.44,78.08,WARNING,-77
1,2026-01-12 09:00:00,87,10.44,78.03,WARNING,-62
1,2026-01-12 10:00:00,89,10.68,78.01,WARNING,-62
1,2026-01-12 11:00:00,92,11.04,77.99,WARNING,-73
1,2026-01-12 12:00:00,95,11.4,77.95,FULL,-66
1,2026-01-12 13:00:00,98,11.76,77.91,FULL,-76
1,2026-01-12 14:00:00,100,12.0,77.89,FULL,-69
1,2026-01-12 15:00:00,29,3.48,77.84,OK,-84
1,2026-01-12 16:00:00,29,3.48,77.79,OK,-74
1,2026-01-12 17:00:00,29,3.48,77.77,OK,-74
1,2026-01-12 18:00:00,30,3.6,77.75,OK,-61
1,2026-01-12 19:00:00,35,4.2,77.71,OK,-60
1,2026-01-12 20:00:00,38,4.56,77.7,OK,-55
1,2026-01-12 21:00:00,43,5.16,77.68,OK,-56
1,2026-01-12 22:00:00,46,5.52,77.64,OK,-71
1,2026-01-12 23:00:00,48,5.76,77.62,OK,-60
1,2026-01-13 00:00:00,48,5.76,77.58,OK,-59
1,2026-01-13 01:00:00,50,6.0,77.55,OK,-78
1,2026-01-13 02:00:00,53,6.36,77.53,OK,-55
1,2026-01-13 03:00:00,53,6.36,77.48,OK,-71
1,2026-01-13 04:00:00,55,6.6,77.43,OK,-63
1,2026-01-13 05:00:00,55,6.6,77.4,OK,-83
1,2026-01-13 06:00:00,56,6.72,77.39,OK,-60
1,2026-01-13 07:00:00,58,6.96,77.36,OK,-80
1,2026-01-13 08:00:00,60,7.2,77.32,OK,-73
1,2026-01-13 09:00:00,62,7.44,77.28,OK,-68
1,2026-01-13 10:00:00,65,7.8,77.24,OK,-67
1,2026-01-13 11:00:00,67,8.04,77.21,OK,-82
1,2026-01-13 12:00:00,71,8.52,77.17,OK,-67
1,2026-01-13 13:00:00,75,9.0,77.16,OK,-58
1,2026-01-13 14:00:00,76,9.12,77.12,OK,-81
1,2026-01-13 15:00:00,81,9.72,77.07,WARNING,-76
1,2026-01-13 16:00:00,84,10.08,77.05,WARNING,-69
1,2026-01-13 17:00:00,87,10.44,77.01,WARNING,-64
1,2026-01-13 18:00:00,89,10.68,76.99,WARNING,-74
1,2026-01-13 19:00:00,94,11.28,76.95,WARNING,-76
1,2026-01-13 20:00:00,98,11.76,76.9,FULL,-55
1,2026-01-13 21:00:00,100,12.0,76.87,FULL,-72
1,2026-01-13 22:00:00,28,3.36,76.83,OK,-61
1,2026-01-13 23:00:00,28,3.36,76.79,OK,-71
1,2026-01-14 00:00:00,31,3.72,76.77,OK,-64
1,2026-01-14 01:00:00,32,3.84,76.73,OK,-82
1,2026-01-14 02:00:00,32,3.84,76.71,OK,-85
1,2026-01-14 03:00:00,33,3.96,76.68,OK,-73
1,2026-01-14 04:00:00,36,4.32,76.63,OK,-81
1,2026-01-14 05:00:00,38,4.56,76.59,OK,-76
1,2026-01-14 06:00:00,39,4.68,76.54,OK,-67
1,2026-01-14 07:00:00,42,5.04,76.5,OK,-74
1,2026-01-14 08:00:00,44,5.28,76.48,OK,-81
1,2026-01-14 09:00:00,44,5.28,76.45,OK,-72
1,2026-01-14 10:00:00,47,5.64,76.43,OK,-62
1,2026-01-14 11:00:00,48,5.76,76.42,OK,-84
1,2026-01-14 12:00:00,51,6.12,76.41,OK,-61
1,2026-01-14 13:00:00,55,6.6,76.37,OK,-60
1,2026-01-14 14:00:00,56,6.72,76.32,OK,-56
1,2026-01-14 15:00:00,60,7.2,76.3,OK,-56
1,2026-01-14 16:00:00,61,7.32,76.29,OK,-56
1,2026-01-14 17:00:00,62,7.44,76.26,OK,-69
1,2026-01-14 18:00:00,66,7.92,76.24,OK,-83
1,2026-01-14 19:00:00,71,8.52,76.21,OK,-55
1,2026-01-14 20:00:00,74,8.88,76.16,OK,-77
1,2026-01-14 21:00:00,77,9.24,76.14,OK,-85
1,2026-01-14 22:00:00,77,9.24,76.12,OK,-62
1,2026-01-14 23:00:00,80,9.6,76.11,WARNING,-68
1,2026-01-15 00:00:00,81,9.72,76.1,WARNING,-71
1,2026-01-15 01:00:00,84,10.08,76.07,WARNING,-83
1,2026-01-15 02:00:00,87,10.44,76.04,WARNING,-83
1,2026-01-15 03:00:00,87,10.44,76.02,WARNING,-83
1,2026-01-15 04:00:00,89,10.68,76.0,WARNING,-78
1,2026-01-15 05:00:00,89,10.68,75.98,WARNING,-56
1,2026-01-15 06:00:00,92,11.04,75.96,WARNING,-60
1,2026-01-15 07:00:00,93,11.16,75.94,WARNING,-68
1,2026-01-15 08:00:00,93,11.16,75.9,WARNING,-70
1,2026-01-15 09:00:00,96,11.52,75.88,FULL,-79
1,2026-01-15 10:00:00,97,11.64,75.86,FULL,-74
1,2026-01-15 11:00:00,99,11.88,75.85,FULL,-64
1,2026-01-15 12:00:00,100,12.0,75.84,FULL,-72
1,2026-01-15 13:00:00,16,1.92,75.81,OK,-79
1,2026-01-15 14:00:00,21,2.52,75.77,OK,-60
1,2026-01-15 15:00:00,23,2.76,75.74,OK,-76
1,2026-01-15 16:00:00,25,3.0,75.73,OK,-71
1,2026-01-15 17:00:00,26,3.12,75.7,OK,-82
1,2026-01-15 18:00:00,29,3.48,75.69,OK,-61
1,2026-01-15 19:00:00,32,3.84,75.68,OK,-58
1,2026-01-15 20:00:00,34,4.08,75.67,OK,-80
1,2026-01-15 21:00:00,36,4.32,75.64,OK,-70
1,2026-01-15 22:00:00,38,4.56,75.6,OK,-63
1,2026-01-15 23:00:00,38,4.56,75.56,OK,-68
1,2026-01-16 00:00:00,40,4.8,75.54,OK,-71
1,2026-01-16 01:00:00,42,5.04,75.49,OK,-75
1,2026-01-16 02:00:00,45,5.4,75.46,OK,-73
1,2026-01-16 03:00:00,48,5.76,75.42,OK,-80
1,2026-01-16 04:00:00,51,6.12,75.4,OK,-78
1,2026-01-16 05:00:00,53,6.36,75.36,OK,-57
1,2026-01-16 06:00:00,56,6.72,75.33,OK,-66
1,2026-01-16 07:00:00,58,6.96,75.3,OK,-56
1,2026-01-16 08:00:00,59,7.08,75.28,OK,-64
1,2026-01-16 09:00:00,60,7.2,75.25,OK,-75
1,2026-01-16 10:00:00,61,7.32,75.22,OK,-73
1,2026-01-16 11:00:00,62,7.44,75.18,OK,-69
1,2026-01-16 12:00:00,64,7.68,75.14,OK,-60
1,2026-01-16 13:00:00,65,7.8,75.1,OK,-67
1,2026-01-16 14:00:00,67,8.04,75.08,OK,-63
1,2026-01-16 15:00:00,69,8.28,75.05,OK,-57
1,2026-01-16 16:00:00,71,8.52,75.0,OK,-82
1,2026-01-16 17:00:00,71,8.52,74.99,OK,-83
1,2026-01-16 18:00:00,73,8.76,74.96,OK,-57
1,2026-01-16 19:00:00,76,9.12,74.94,OK,-84
1,2026-01-16 20:00:00,78,9.36,74.93,OK,-59
1,2026-01-16 21:00:00,81,9.72,74.92,WARNING,-76
1,2026-01-16 22:00:00,83,9.96,74.91,WARNING,-72
1,2026-01-16 23:00:00,86,10.32,74.88,WARNING,-82
1,2026-01-17 00:00:00,86,10.32,74.84,WARNING,-73
1,2026-01-17 01:00:00,88,10.56,74.81,WARNING,-69
1,2026-01-17 02:00:00,88,10.56,74.77,WARNING,-77
1,2026-01-17 03:00:00,89,10.68,74.73,WARNING,-70
1,2026-01-17 04:00:00,92,11.04,74.72,WARNING,-84
1,2026-01-17 05:00:00,92,11.04,74.7,WARNING,-68
1,2026-01-17 06:00:00,94,11.28,74.68,WARNING,-72
1,2026-01-17 07:00:00,96,11.52,74.66,FULL,-85
1,2026-01-17 08:00:00,97,11.64,74.62,FULL,-83
1,2026-01-17 09:00:00,100,12.0,74.58,FULL,-70
1,2026-01-17 10:00:00,20,2.4,74.57,OK,-56
1,2026-01-17 11:00:00,24,2.88,74.53,OK,-85
1,2026-01-17 12:00:00,26,3.12,74.49,OK,-70
1,2026-01-17 13:00:00,27,3.24,74.47,OK,-57
1,2026-01-17 14:00:00,31,3.72,74.43,OK,-81
1,2026-01-17 15:00:00,36,4.32,74.42,OK,-77
1,2026-01-17 16:00:00,38,4.56,74.41,OK,-74
1,2026-01-17 17:00:00,40,4.8,74.39,OK,-62
1,2026-01-17 18:00:00,43,5.16,74.35,OK,-63
1,2026-01-17 19:00:00,44,5.28,74.33,OK,-85
1,2026-01-17 20:00:00,45,5.4,74.28,OK,-71
1,2026-01-17 21:00:00,47,5.64,74.25,OK,-66
1,2026-01-17 22:00:00,49,5.88,74.23,OK,-59
1,2026-01-17 23:00:00,51,6.12,74.22,OK,-67
1,2026-01-18 00:00:00,53,6.36,74.19,OK,-75
1,2026-01-18 01:00:00,56,6.72,74.16,OK,-79
1,2026-01-18 02:00:00,56,6.72,74.12,OK,-76
1,2026-01-18 03:00:00,58,6.96,74.08,OK,-59
1,2026-01-18 04:00:00,59,7.08,74.06,OK,-70
1,2026-01-18 05:00:00,59,7.08,74.02,OK,-81
1,2026-01-18 06:00:00,61,7.32,73.98,OK,-67
1,2026-01-18 07:00:00,63,7.56,73.94,OK,-61
1,2026-01-18 08:00:00,64,7.68,73.92,OK,-65
1,2026-01-18 09:00:00,67,8.04,73.88,OK,-80
1,2026-01-18 10:00:00,68,8.16,73.86,OK,-76
1,2026-01-18 11:00:00,72,8.64,73.83,OK,-64
1,2026-01-18 12:00:00,76,9.12,73.81,OK,-60
1,2026-01-18 13:00:00,78,9.36,73.8,OK,-71
1,2026-01-18 14:00:00,82,9.84,73.77,WARNING,-73
1,2026-01-18 15:00:00,87,10.44,73.74,WARNING,-78
1,2026-01-18 16:00:00,88,10.56,73.71,WARNING,-56
1,2026-01-18 17:00:00,91,10.92,73.67,WARNING,-67
1,2026-01-18 18:00:00,95,11.4,73.63,FULL,-75
1,2026-01-18 19:00:00,97,11.64,73.6,FULL,-55
1,2026-01-18 20:00:00,99,11.88,73.56,FULL,-59
1,2026-01-18 21:00:00,100,12.0,73.54,FULL,-85
1,2026-01-18 22:00:00,25,3.0,73.53,OK,-64
1,2026-01-18 23:00:00,26,3.12,73.48,OK,-55
1,2026-01-19 00:00:00,26,3.12,73.45,OK,-85
1,2026-01-19 01:00:00,29,3.48,73.4,OK,-80
1,2026-01-19 02:00:00,31,3.72,73.38,OK,-55
1,2026-01-19 03:00:00,33,3.96,73.36,OK,-78
1,2026-01-19 04:00:00,34,4.08,73.32,OK,-56
1,2026-01-19 05:00:00,34,4.08,73.31,OK,-73
1,2026-01-19 06:00:00,37,4.44,73.28,OK,-71
1,2026-01-19 07:00:00,40,4.8,73.24,OK,-73
1,2026-01-19 08:00:00,41,4.92,73.23,OK,-55
1,2026-01-19 09:00:00,44,5.28,73.19,OK,-65
